course_id,title,headline,category,course_level,published_date,last_updated,course_price,course_language,total_lectures,content_duration,closed_caption,practice_tests,instructors,num_subscribers,num_reviews,rating,url,is_translated,translated_language
211024,Be a Voice Actor: Making a Living with Your Voice,Learn the tools and techniques to get started in the world of voiceovers,music,All Levels,2020-03-07 14:29:43,2023-03-26 10:04:08,$ 226 USD,en,63,3 total hours,True,0,['Laci Morgan'],8993,1756,4.3998704,https://img-c.edtech.com/course/480x270/211024_a2df_2.jpg,False,
3094132,HashiCorp Certified: Consul Associate Practice Exam,Looking to pass the HashiCorp Certified: Consul Associate exam in 2022? Test your knowledge with this practice exam.,software,Beginner Level,2021-08-17 13:20:59,2022-07-19 04:49:42,$ 291 USD,en,0,171 questions,False,3,['Bryan Krausen'],735,85,4.6889796,https://img-c.edtech.com/course/480x270/3094132_b893_11.jpg,No,
4410720,1Z0-997-21 - Oracle Cloud Infrastructure 2021 Architect Prof,Oracle Cloud Infrastructure 2021 Architect Professional,software,Expert Level,2021-09-17 09:41:15,2022-09-17 09:42:15,$ 289 USD,en,0,130 questions,False,3,['Kishore A'],342,69,4.0240207,https://img-b.edtech.com/course/480x270/4410720_11db_2.jpg?secure=MdJXQiqR_nBHzf2ikMZB9w%3D%3D%2C1646824520,NO,
2985064,Harnessing Magickal Moon Energies,Connecting with the elemental moon,lifestyle,Beginner Level,2020-08-20 23:36:12,2022-12-09 12:29:09,$ 143 USD,de,43,1.5 total hours,False,0,['Natalie Toma'],31,5,4.2361817,https://img-c.edtech.com/course/480x270/2985064_53c8.jpg,False,
2651644,Project Based Excel Course + Practice Tests,Sharpen and test your Excel skills,productivity,Intermediate Level,2021-07-06 04:44:44,2023-09-02 14:08:51,$ 277 USD,en,25,2 total hours,True,1,['Brandon Brown'],3807,178,4.52872,https://img-b.edtech.com/course/480x270/2651644_68cc.jpg?secure=NPNYYHawB2sOBhhi0xdAvQ%3D%3D%2C1646825052,YEs,"['es', 'ru', 'fr']"
2141762,Selenium Webdriver with Cucumber BDD Automation Framework,"Learn Selenium Webdriver with a BDD framework using Cucumber, Maven, TestNG, Jenkins, JAVA",development,Beginner Level,2021-03-31 06:07:07,2022-04-05 12:09:57,$ 144 USD,en,40,9 total hours,True,1,['Shashank Shetkar'],84,21,4.3443027,https://img-b.edtech.com/course/480x270/2141762_3ba0_2.jpg?secure=09Ah3ENe3XFQuCcyoTWe3Q%3D%3D%2C1646822867,True,"['de', 'zh']"
3680458,Salesforce Certified Administrator (beginner to expert),Prepare for Salesforce Certified Administrator Exam. Command Salesforce Administration tasks and become top CRM Analyst.,software,All Levels,2021-05-07 06:14:11,2022-04-11 06:42:06,$ 263 USD,en,22,16 total hours,True,0,['Uplatz Training'],8756,85,4.559192,https://img-c.edtech.com/course/480x270/3680458_602a_2.jpg,YES,"['ja', 'hi', 'fr']"
4239724,[New] Snowflake SnowPro Core Certification Exam Questions,Best way to get ready for your SnowPro Core Exam!!,software,All Levels,2021-12-05 23:32:16,2023-11-26 07:27:49,$ 282 USD,en,0,550 questions,False,6,['Data CloudX'],368,53,4.063169,https://img-c.edtech.com/course/480x270/4239724_0c8f.jpg,Ys,"['fr', 'zh', 'ru']"
3473368,The Art of Romance,"Learn the secrets to becoming a true romantic and build a magical marriage, relationship or partnership",personal_development,All Levels,2020-05-16 10:45:10,2023-04-14 14:15:15,$ 145 USD,en,39,5.5 total hours,True,0,['Wolfgang Riebe'],54,5,4.3979797,https://img-c.edtech.com/course/480x270/3473368_832a_3.jpg,YES,"['pt', 'hi', 'zh']"
2921270,Tríades Menores: O Curso Definitivo (Minor Triads For Bass),"Para contrabaixos de 4, 5 e 6 cordas",music,Intermediate Level,2020-08-23 01:57:21,2023-07-20 17:53:14,$ 289 USD,pt,16,1 total hour,True,0,['Eriberto Nespolo'],11,3,5.0,https://img-b.edtech.com/course/480x270/2921270_4433.jpg?secure=WfOEVaEDt5-T2Fv3IDPRNQ%3D%3D%2C1646830583,True,"['en', 'hi']"
3813136,Microsoft AZ-400 Azure DevOps Exam Mock Tests UPDATED 2022,Latest Practice Questions. Pass the (AZ-400) Designing & Implementing Microsoft DevOps Solutions exam in first attempt.,software,Intermediate Level,2021-01-18 17:50:16,2023-06-08 08:01:26,$ 201 USD,en,0,175 questions,False,5,['Amandeep Singh'],233,49,4.4729805,https://img-b.edtech.com/course/480x270/3813136_98a2_4.jpg?secure=3qJoBHUpdEfQIEezrPjIsQ%3D%3D%2C1646824566,No,
1527896,QuickBooks Online vs. Excel,"QuickBooks and Excel accounting cycle, reporting financial transaction to both QuickBooks and Excel compare and contrast",finance,All Levels,2021-02-07 09:06:58,2022-12-30 21:10:18,$ 185 USD,en,345,81 total hours,True,0,['Robert (Bob) Steele'],4721,31,4.001496,https://img-c.edtech.com/course/480x270/1527896_030d_2.jpg,YEs,"['ja', 'ru', 'zh']"
3657294,Start Your Own Mortgage Loan Processing Business,Get paid more by partnering with lenders & MBB's and acquire the knowledge of a senior loan processor in one course,business,All Levels,2021-04-04 18:14:49,2023-11-07 02:13:41,$ 250 USD,en,60,3 total hours,True,0,['Joe Correa'],405,68,4.777532,https://img-c.edtech.com/course/480x270/3657294_f034.jpg,NO,
4057590,Learn to Draw a Real Life Still LIfe,With Ink and Watercolor,lifestyle,Beginner Level,2020-03-21 02:23:39,2023-03-22 08:07:46,$ 195 USD,en,28,3 total hours,True,0,['Amy Stewart'],15,2,5.0,https://img-c.edtech.com/course/480x270/4057590_03ab.jpg,YES,"['pt', 'de']"
2988968,Data Structures and Algorithms,Data Structures operations and Analysing Algorithms,development,Beginner Level,2021-03-22 16:39:22,2023-12-15 06:06:42,$ 209 USD,en,27,5.5 total hours,True,0,['VENKATACHALAM MAHESWARI'],1010,159,4.4307456,https://img-c.edtech.com/course/480x270/2988968_08ce.jpg,Yes,"['ja', 'de', 'hi']"
3361270,HR Analytics using MS Excel for Human Resource Management,"Use Excel for HR Analytics, calculate HR metrics, build HR dashboards & ML models for Human Resource & People Analytics",business,All Levels,2021-06-08 02:26:41,2022-08-18 11:58:11,$ 128 USD,en,87,10 total hours,True,0,['Start-Tech Academy'],81448,2336,4.2920814,https://img-b.edtech.com/course/480x270/3361270_1ebe_3.jpg?secure=2wHeBItcIgYo3HXFyAMm2g%3D%3D%2C1646822900,Ys,"['ja', 'hi', 'zh']"
3506880,Get Graphic and Mockup Resources For Free Download,Graphic Resources,design,All Levels,2020-03-20 15:54:14,2023-11-04 09:37:43,$ 280 USD,en,9,39 total mins,True,0,['Efuetbeza Simon Herve'],4320,41,3.623439,https://img-c.edtech.com/course/480x270/3506880_cf5c_2.jpg,True,"['es', 'zh']"
3470556,Design  Calculation for  Steel  and Concrete Tanks,Design of Storage Steel Tank- API650 and RC Tank,teaching,Beginner Level,2021-12-24 04:47:09,2023-07-29 19:16:12,$ 203 USD,en,8,2.5 total hours,True,0,['Mohamed Elreedy'],35,5,3.965192,https://img-c.edtech.com/course/480x270/3470556_70c3.jpg,YES,"['pt', 'de', 'zh']"
3675456,Certificación Mindfulness Para Instructores,Vive el presente y disfruta de la vida plenamente,health_fitness,Expert Level,2020-10-29 19:57:44,2023-10-18 08:05:05,$ 244 USD,es,12,6 total hours,False,0,['Raquel Fuentes'],14,5,4.360965,https://img-c.edtech.com/course/480x270/3675456_9fea.jpg,Ys,"['en', 'hi']"
4243060,【2021年最新】現場のプロが教えるたった5分で簡単ワイヤーフレームを作る！最新デザインツールfigmaで驚きの技術！,ヤスダ先生シリーズでは未経験の方に向けて分かりやすくお教えします。figmaを使えばびっくりするほど簡単に・効率的に作成することができます。figmaの基本操作からお客さんへの共有方法まで現場で使える技術を惜しみなくお伝えしています。,design,Beginner Level,2021-11-27 08:07:21,2024-01-02 03:03:44,$ 197 USD,ja,13,1 total hour,False,0,['ヤスダ 先生'],158,21,4.0995855,https://img-c.edtech.com/course/480x270/4243060_e3f1.jpg,Yes,"['en', 'hi']"
3961070,"MERN Stack ECommerce App - React,Redux,Node,Express,Mongo DB",Build a Complete MERN Stack Ecommerce application from scratch and deploy to Heroku,development,Intermediate Level,2021-05-18 03:26:17,2023-10-02 20:25:50,$ 294 USD,en,67,15 total hours,True,0,['K.Sathyaprakash Reddy'],2913,42,3.587666,https://img-c.edtech.com/course/480x270/3961070_57bc_6.jpg,No,
4357716,Back Pain No More: Easy Fascia Release Self-Care on a Floor,"End back pain and get looser, leaner, taller, sexier, and stronger by way of ""leisure"" mass friction against your floor",health_fitness,All Levels,2021-07-27 16:52:15,2023-02-15 01:43:29,$ 186 USD,en,14,1 total hour,True,0,['Penny Chelios'],118,23,4.844999,https://img-c.edtech.com/course/480x270/4357716_139e_3.jpg,No,
3963702,The Pursuit of Happiness! - How to Be Happier in Life 101!,Create Your Own Happiness! | Mindfulness | Zen Therapy | Law of Positivity | Extreme Happiness | Life Coaching,personal_development,Beginner Level,2020-04-11 23:02:32,2022-04-11 16:12:57,$ 116 USD,en,10,1.5 total hours,True,0,['Umair Ramay'],7625,30,3.3743827,https://img-c.edtech.com/course/480x270/3963702_f39c.jpg,YES,"['es', 'hi', 'ru']"
1432534,Polynomial and Quadratic equations in Algebra | Mathematics,A Course on Polynomial & Quadratic Equations for Beginners and Intermediate Level Learners with FREE PDFs & assignments.,teaching,Intermediate Level,2021-12-19 14:26:15,2022-02-15 06:20:03,$ 230 USD,en,8,1 total hour,True,0,"[""Let'stute .... Make it Easy""]",957,7,4.961933,https://img-c.edtech.com/course/480x270/1432534_4cad_2.jpg,True,"['pt', 'fr']"
3315006,[Practice Exams] OCI 2021 Foundation 1Z0-1085-21,Prepare for your Oracle 1Z0-1085-21 test. 156 high-quality questions with detailed explanations.,software,Beginner Level,2021-10-08 04:33:03,2023-07-08 01:28:45,$ 236 USD,en,0,156 questions,False,3,['Abu Naser Mohammad Muinuddin'],276,79,4.301352,https://img-b.edtech.com/course/480x270/3315006_fe62.jpg?secure=NED8uX5cKx1GD1qYjVjp5Q%3D%3D%2C1646824506,False,
4343826,Essentials for Effective Communication,Practical Relationship Tools,personal_development,Intermediate Level,2021-04-22 04:03:36,2022-07-10 18:15:14,$ 279 USD,en,11,43 total mins,True,0,['Jeremiah Peck'],9,3,4.578828,https://img-c.edtech.com/course/480x270/4343826_75c2_3.jpg,Ys,"['es', 'zh', 'fr']"
2607568,Introduction to Google Cloud IoT,Learn to build serverless IoT projects using Google Cloud IoT Core,software,Beginner Level,2021-06-03 01:39:32,2023-12-13 23:39:09,$ 218 USD,en,25,3 total hours,True,0,"['Venkatesh Varadachari', 'Gollapudi Venkata Saikumar']",719,121,3.9816852,https://img-b.edtech.com/course/480x270/2607568_bb5b_2.jpg?secure=vd8HqJi2G92z4nlN-ZpspQ%3D%3D%2C1646824458,NO,
2441208,Search Engine Optimization (SEO) with Google Analytics,Unleash the power of Google Analytics for better Search Engine Optimization.,marketting,All Levels,2020-04-25 15:45:46,2022-04-05 18:19:55,$ 247 USD,en,16,1.5 total hours,True,0,['Anil Batra'],263,44,4.526784,https://img-b.edtech.com/course/480x270/2441208_aefd_3.jpg?secure=CmW5bZRqqgxVx6mf4JHpCg%3D%3D%2C1646828007,NO,
4417854,Aktienanalyse 2022 - Value Investing/Praxisbezogen,Mit Value Investing den Markt schlagen? Was Value investing ist und wie es funktioniert zeige ich in diesem Kurs.,finance,All Levels,2020-07-23 05:01:14,2022-09-27 01:07:12,$ 182 USD,de,26,34 total mins,False,0,['Lukas Ogiermann'],79,19,4.8910713,https://img-c.edtech.com/course/480x270/4417854_7c7f.jpg,Ys,"['en', 'hi']"
3473796,「音楽家（演奏家）がオンライン講座を作るためのレッスンコース」人気音楽家オンライン講師（２０コース以上公開）が教える,音楽家のための「オンライン講座の作り方」をやさしく伝授！音楽家が培ってきた知識やアイデアを多くの人に発信しよう！ オンライン講座で「コロナに負けない、世の中の時勢に左右されない」収入を確保しよう！,music,All Levels,2020-06-28 11:43:23,2022-06-21 12:31:18,$ 275 USD,ja,50,5 total hours,False,0,['Guitar Cloud'],51,20,4.8860373,https://img-c.edtech.com/course/480x270/3473796_4a8d.jpg,False,
757284,Slide Guitar- Slide Soloing Essentials,The definitive electric slide guitar course,music,All Levels,2021-12-26 18:41:32,2023-05-03 10:58:58,$ 105 USD,ca,17,3 total hours,True,0,['FretHub Guitar Lessons'],609,66,4.5811696,https://img-c.edtech.com/course/480x270/757284_d34b_3.jpg,YEs,"['en', 'hi']"
490754,Law of Attraction: How To Manifest What You Want,"How to quickly and radically change your life and attract wealth, love, success and happiness by changing your thoughts",personal_development,All Levels,2021-08-03 19:12:39,2022-06-22 20:05:02,$ 138 USD,en,21,2 total hours,True,0,['John Williams'],10008,141,4.189825,https://img-b.edtech.com/course/480x270/490754_522f.jpg?secure=Q0HwKs-qm9MsjeZlTOHTvg%3D%3D%2C1646825419,Yes,"['es', 'ja', 'ru']"
1270948,Managing Big Data on Google's Cloud Platform,The Second Course in a Series for Attaining the Google Certified Data Engineer,software,Intermediate Level,2021-12-20 00:27:26,2022-05-15 03:10:01,$ 144 USD,tl,41,1.5 total hours,True,0,['Mike West'],781,93,4.2130246,https://img-c.edtech.com/course/480x270/1270948_350f_3.jpg,Ys,"['en', 'hi']"
2583442,Use Magic Tricks to Teach the Bible - Course #1,The Art of Using Magical Object Lessons to Teach Eternal Truths,teaching,Beginner Level,2021-02-09 18:38:42,2022-04-10 02:03:29,$ 290 USD,en,11,1 total hour,True,0,['Brian Smith'],32,11,4.8845906,https://img-c.edtech.com/course/480x270/2583442_d240.jpg,Ys,"['ru', 'hi', 'zh']"
1832302,馬叔叔電吉他課程,明明就是個阿宅！為什麼每次彈起吉他會如此的師XD，別再猶了～這次馬叔叔從旋鈕，導線，音箱，調音器的介紹開始，教你怎麼用眼睛電人?? 不...這次是認真要帶領大家進入帥的領域。,music,Intermediate Level,2021-09-09 12:50:24,2022-05-26 11:44:30,$ 253 USD,zh-tw,12,3.5 total hours,False,0,['馬叔叔 Uncle Ma'],83,13,4.6171184,https://img-b.edtech.com/course/480x270/1832302_0110_4.jpg?secure=YxtG_Z2pCmmXvMXDpQzyog%3D%3D%2C1646830524,YES,"['en', 'hi']"
820410,Weight Loss Formula: Lose 25-40 Pounds in 90 Days,Learn everything you need to know to LOSE weight FAST without starvation diets or hard to do exercises.,health_fitness,All Levels,2021-08-28 18:59:32,2022-05-24 18:36:00,$ 208 USD,en,31,1 total hour,False,0,['Artor Berisha'],1620,25,4.3220363,https://img-b.edtech.com/course/480x270/820410_7b73_8.jpg?secure=FC2BjFB-UYx6v4TZXEj3Tw%3D%3D%2C1646827070,Yes,"['ja', 'de', 'fr']"
1634926,Neuro Linguistic Programming - Intermediate NLP Techniques,Module 3 of the Anywhere NLP Program,personal_development,Beginner Level,2021-02-23 21:05:01,2023-03-06 18:12:50,$ 144 USD,en,9,2.5 total hours,True,0,['Dr. Heidi Heron'],84,6,4.794425,https://img-c.edtech.com/course/480x270/1634926_7e19_3.jpg,NO,
3130168,Estrategia de Inversión de Máximos Históricos,Invierta en Acciones de USA y Genere Ingresos Consistentes con una Estrategia Validada y Testeada Estadísticamente.,finance,Beginner Level,2021-01-05 01:26:33,2022-06-12 19:48:08,$ 276 USD,es,34,6 total hours,True,0,['Quantitative Finance'],164,40,4.2463737,https://img-c.edtech.com/course/480x270/3130168_b743_6.jpg,YES,"['en', 'hi']"
4075744,Hand Mudras in Yoga for prosperity and health,Explore the untouched values of life,health_fitness,All Levels,2021-10-24 05:08:27,2023-02-13 18:54:13,$ 246 USD,en,97,3 total hours,True,0,['Dr Chandrakala Wagh'],10,0,0.0,https://img-c.edtech.com/course/480x270/4075744_28cc_2.jpg,YES,"['de', 'ru']"
2796640,Spor Serüveni Başlangıç Eğitimi & Diyet & Fitness &Beslenme,Spor Hakkında Temel Bilgi Sahibi Olun:Fit bir Vücuda Nasıl Sahip Olabileceğinize Öğrenin,health_fitness,Beginner Level,2021-04-28 17:33:17,2022-09-12 10:57:02,$ 197 USD,tr,33,30 total mins,False,0,['Murat Can Daşdan'],9740,296,3.9889028,https://img-b.edtech.com/course/480x270/2796640_06c0_2.jpg?secure=wojs3w13ys68NTMDx3iimQ%3D%3D%2C1646827877,False,
3857990,Email Marketing: The Complete Masterclass for Beginners,Learn to Use Email Marketing to Build a Profitable Affiliate Business. Take action NOW and claim DFY Email Funnel Free!,marketting,Beginner Level,2020-01-30 16:42:22,2022-02-19 18:24:26,$ 218 USD,en,33,2.5 total hours,True,0,['Nagu Dharan'],44,13,4.77421,https://img-c.edtech.com/course/480x270/3857990_b68a_2.jpg,YEs,"['zh', 'de', 'fr']"
4404529,Restart Action Plan,Set S.M.A.R.T. goals and create a 21-day schedule,personal_development,Beginner Level,2021-01-24 21:06:22,2023-12-17 00:51:27,$ 178 USD,en,11,39 total mins,False,0,['Dynke Prana Clinics'],392,2,4.742718,https://img-c.edtech.com/course/480x270/4404529_d2d7_5.jpg,No,
1347028,Seven effective ways to maximise Team Performance,"Creating a positive working environment where teams and individuals flourish, grow and succeed",business,All Levels,2021-04-02 07:41:20,2022-08-18 13:18:46,$ 198 USD,en,12,40 total mins,True,0,"['Skill Boosters', 'Sarah Lewis']",1130,227,4.218118,https://img-b.edtech.com/course/480x270/1347028_6407_2.jpg?secure=cK5MX6YP517VAHpFK9Pv3w%3D%3D%2C1646822965,False,
1804238,Cómo dibujar un bodegón. Dibujo artístico del natural,"Aprende a dibujar un bodegón paso a paso, desde el encaje al detalle, de forma realista: método, técnica y proceso.",lifestyle,All Levels,2020-07-18 22:32:58,2023-02-18 20:25:35,$ 158 USD,es,14,1 total hour,True,0,['Arte Pro'],4850,298,4.919891,https://img-c.edtech.com/course/480x270/1804238_c787.jpg,YES,"['en', 'hi']"
1362296,How to Prepare a Multi-Currency Cash Forecast and Measures,This course covers the importance of a high quality multi-currency forecast and its benefits.,finance,Expert Level,2021-12-01 08:32:59,2023-08-12 22:06:39,$ 269 USD,en,9,1 total hour,True,0,"['Illumeo Learning', 'Nick Soon (illumeo)']",5,2,3.2789474,https://img-c.edtech.com/course/480x270/1362296_209a.jpg,Ys,"['ja', 'hi', 'zh']"
1660290,Metal and Rock Creative Guitar Techniques,push your Guitar playing skills to the limit,music,All Levels,2020-10-28 21:08:12,2023-02-14 16:43:42,$ 285 USD,en,16,2 total hours,False,0,['Michael Groebel'],1003,17,4.832689,https://img-c.edtech.com/course/480x270/1660290_8c8e.jpg,Yes,"['pt', 'es', 'de']"
2443696,Formação em Demência para Cuidadores,Como melhorar a prática diária com pessoas com demência,health_fitness,Beginner Level,2021-09-29 01:22:49,2022-09-04 02:40:03,$ 268 USD,pt,45,3 total hours,True,0,['Projects Virtual Campus'],768,24,4.4011354,https://img-c.edtech.com/course/480x270/2443696_d51c.jpg,Ys,"['en', 'hi']"
2605100,Run Search Ad In Google Ads & Easy SEO For Beginners-2022,Get ready to run your first PPC ad in a very simple yet detailed training.,marketting,All Levels,2020-11-04 01:28:53,2023-11-20 13:51:30,$ 203 USD,en,25,2.5 total hours,True,0,"['Yasir Ahmed, M.B.A']",46267,140,4.559083,https://img-b.edtech.com/course/480x270/2605100_ba1c.jpg?secure=6v-iIWnDAbnNnuMueYfdyg%3D%3D%2C1646827953,YEs,"['ja', 'zh']"
512128,Learn Basic Sage 50 Accounts 2018-19 Bookkeeping for Newbies,Basic Sage 50 Accounts 2018-19 Bookkeeping: Come & Learn ways to enhance your skills and your Business Performance,finance,Beginner Level,2020-11-21 00:14:52,2022-10-24 23:34:28,$ 197 USD,en,51,4 total hours,True,0,['eTraining Firm'],2967,162,3.6849647,https://img-c.edtech.com/course/480x270/512128_8bb7_7.jpg,YES,"['ja', 'ru', 'fr']"
4307279,"""E-Justice"": How find mistakes of algorithmic in Laws","Legal Tech for ""e-Justice""- how to change-improve Laws (correct algorithms mistakes) using Visualization (BPMN diagrams)",business,All Levels,2020-06-22 14:55:32,2023-08-03 00:54:55,$ 258 USD,en,9,35 total mins,False,0,['Oleh Hutsa'],27,15,5.0,https://img-b.edtech.com/course/480x270/4307279_aef8.jpg?secure=2BpgrxXdLGOHOpSaNNCPDQ%3D%3D%2C1646823259,YES,"['ja', 'ru']"
4435366,Fertility Boosting Diet: 5 Point Eating Plan for Fertility.,"Learn about the ""5 point eating plan for fertility"" & ""80/20"" rule for eating that can help you conceive easily.",health_fitness,All Levels,2020-06-04 20:22:25,2022-08-07 02:32:43,$ 278 USD,en,23,1 total hour,False,0,['Neha Ranglani (Nutritionist)'],2,1,4.5,https://img-c.edtech.com/course/480x270/4435366_0828.jpg,YEs,"['pt', 'es', 'fr']"
2551907,The Power of Discipline,Key to Unstoppable Productivity & Success,personal_development,All Levels,2020-03-12 12:28:05,2023-10-27 04:47:43,$ 269 USD,en,8,1 total hour,True,0,['MS Courses'],4093,68,4.711942,https://img-c.edtech.com/course/480x270/2551907_c3e5.jpg,YES,"['pt', 'ja', 'zh']"
1007784,PowerPoint: The Complete Step X Step PowerPoint Course! 6HR,"Learn PowerPoint Step x Step With PowerPoint Screen-share & Learn By Doing Fast! For 2013, 2010, & 2016, 365 PowerPoint!",productivity,All Levels,2021-07-10 10:25:32,2023-09-19 04:44:33,$ 151 USD,en,47,6 total hours,True,0,"['Steve Ballinger, MBA']",19299,287,4.668103,https://img-c.edtech.com/course/480x270/1007784_6487_3.jpg,True,"['de', 'hi', 'zh']"
3963382,Masterclass- Kubernetes and Openshift with Docker containers,Quick guide how to manage docker containers using container orchestration tool Kubernetes and Openshift- DevOps tutorial,development,All Levels,2021-04-22 05:35:55,2023-04-20 06:21:36,$ 118 USD,en,30,2 total hours,True,0,['Pranjal Srivastava'],3846,55,3.7261374,https://img-c.edtech.com/course/480x270/3963382_34e2_3.jpg,False,
3335096,The Practical Skills To Feeling Good Enough,Imagine doing what you like without fear stopping you,personal_development,All Levels,2020-12-30 19:54:56,2023-03-27 01:06:24,$ 246 USD,en,6,1.5 total hours,True,0,['Suzanne Zacharia'],7,2,4.481707,https://img-c.edtech.com/course/480x270/3335096_8aac.jpg,YEs,"['es', 'zh']"
4159986,How To Get More Twitter Followers,A step-by-step guide that teaches you how to get Twitter followers every month,marketting,Intermediate Level,2021-01-21 07:35:47,2023-04-15 15:30:32,$ 274 USD,en,7,1 total hour,True,0,['Patric Morgan'],2,0,0.0,https://img-c.edtech.com/course/480x270/4159986_7ff4_4.jpg,Yes,"['ja', 'hi', 'ru']"
2467512,Public Speaking and Presentation Skills- 5 Step Action Plan,A 5 Step Action Plan to Level Up Your Public Speaking and Presentation Skills Instantly.,business,Beginner Level,2021-09-17 18:45:05,2023-09-28 06:52:37,$ 232 USD,en,9,30 total mins,True,0,['Evrim Kanbur'],4421,203,4.50793,https://img-b.edtech.com/course/480x270/2467512_91b5_8.jpg?secure=wbwfjzbJgp5O1Px_WT5g8g%3D%3D%2C1646822970,Yes,"['ja', 'ru']"
3881778,O roteiro perfeito para seus vídeos + estratégias virais!,Aprenda a criar um roteiro incrível e cativante para seus vídeos.,marketting,All Levels,2020-06-18 07:47:54,2022-10-07 09:58:06,$ 267 USD,pt,22,2 total hours,True,0,['Luan LG'],60,12,4.737243,https://img-c.edtech.com/course/480x270/3881778_7dff.jpg,NO,
3616202,The Ultimate Guide to Boost Your Immune System (with E-book),The secret to boosting your immune system is to lead as healthy a lifestyle as you can,health_fitness,All Levels,2020-04-09 11:21:56,2022-05-22 08:45:55,$ 161 USD,en,12,1 total hour,True,0,['Rob Bal'],1,0,0.0,https://img-b.edtech.com/course/480x270/3616202_682f_2.jpg?secure=Uigrcab5DRJFKDCotS_q7g%3D%3D%2C1646827347,Ys,"['es', 'hi', 'fr']"
959062,Solar Energy Technology for Business and End Users,Learn all about Solar Energy Technology. Sell solar products. Master Solar Photo Voltaic to Solar Water Heaters.,teaching,All Levels,2021-04-23 18:13:23,2022-04-18 05:37:01,$ 184 USD,en,21,2 total hours,True,0,['Haroon Junaidi'],277,67,3.563113,https://img-b.edtech.com/course/480x270/959062_bcaa_2.jpg?secure=aDsMGJoQaJpHyI1rrD9R0w%3D%3D%2C1646830877,Ys,"['hi', 'fr']"
1015608,Music Production in Ableton Live 9 - The Beginners Guide!,Join Students in The Beginners Guide to Ableton Live 9 for learning the basics of music production in Ableton Live 9,music,Beginner Level,2021-12-05 09:11:52,2022-09-10 06:43:56,$ 133 USD,en,9,1 total hour,True,0,"['Tomas George', 'Digital Music Masters']",11292,369,4.214672,https://img-c.edtech.com/course/480x270/1015608_29ea_5.jpg,Ys,"['es', 'de', 'fr']"
1612142,Mastering IELTS Writing: Task 1 (General Training),Complete preparation to achieve the band score you need (Band 6 to Band 8) in IELTS Writing Task 1 General Training.,teaching,All Levels,2020-12-22 16:47:28,2023-06-22 15:20:21,$ 219 USD,id,27,7.5 total hours,True,0,['The IELTS Teacher'],10408,1799,4.7809362,https://img-c.edtech.com/course/480x270/1612142_8fe4.jpg,No,
3249386,Learn Online Workshop Facilitation & Tips For MS Teams,"Prepare, facilitate, present & follow up to drive alignment through engaging online workshops using Microsoft Teams",business,Beginner Level,2020-07-25 09:05:22,2022-09-25 15:09:51,$ 100 USD,en,48,6.5 total hours,True,0,['Peter Alkema'],3210,1478,4.1647124,https://img-c.edtech.com/course/480x270/3249386_1a94_4.jpg,Yes,"['zh', 'hi', 'ru']"
3658114,Introduction to Artificial Intelligence in Unity,Learn the basics of the most used Artificial Intelligence techniques in videogame development.,development,Intermediate Level,2021-12-10 10:18:50,2023-10-16 15:26:02,$ 229 USD,en,46,7 total hours,True,0,['Gianny Dantas'],416,22,4.460635,https://img-b.edtech.com/course/480x270/3658114_ce8a_2.jpg?secure=fXgUqq7OyBhHDi8CdGMhyg%3D%3D%2C1646822859,True,"['zh', 'ru', 'fr']"
176758,Entrepreneurship: How To Start A Business From Business Idea,Business fundamentals: Strategies to turn your startup business idea into a successful business,business,Intermediate Level,2021-01-28 01:49:04,2022-11-05 03:33:29,$ 213 USD,en,112,11 total hours,True,0,['Alex Genadinik'],34017,1128,4.3441606,https://img-c.edtech.com/course/480x270/176758_bdf3_10.jpg,No,
3318896,Introspective Counseling Therapy (ICT) - Program,Introspect with minimal friction and liberate from the mental blocks and models,health_fitness,All Levels,2021-11-16 16:41:48,2023-06-13 15:02:27,$ 123 USD,en,25,9 total hours,True,0,['Manivannan RJ'],39,6,4.3193274,https://img-c.edtech.com/course/480x270/3318896_81c9_6.jpg,True,"['de', 'hi', 'fr']"
3668114,5S Workplace Organization and Standardization,5s System in Organization,business,Beginner Level,2021-03-19 20:39:48,2023-08-24 20:43:37,$ 295 USD,en,11,32 total mins,False,0,['Kanchan Bhujbal'],496,3,2.5874386,https://img-c.edtech.com/course/480x270/3668114_f517_3.jpg,NO,
2418844,Digital Marketing Secrets for Beginners,Grow Your Online Presents in the Digital Way and Promote it in a Smart way,marketting,All Levels,2021-04-02 06:35:42,2022-05-08 23:10:15,$ 265 USD,no,28,2 total hours,True,0,['Nazir Hakim'],32717,200,3.9872754,https://img-b.edtech.com/course/480x270/2418844_7460_2.jpg?secure=63e_aubt_6tO4raZTjqzPw%3D%3D%2C1646827940,No,
4114624,How to Build Online Education Startups with Sramana Mitra,Case Studies Based on Conversations with Real World Online Education Startup Founders and Industry Leaders,business,All Levels,2021-10-12 07:46:27,2022-02-06 22:29:19,$ 278 USD,en,30,12.5 total hours,True,0,['Sramana Mitra'],89,24,4.3218327,https://img-c.edtech.com/course/480x270/4114624_60ed.jpg,YEs,"['es', 'ru', 'fr']"
